game_id,season,week,home_team,away_team,provider,spread_home,over_under,openingSpread,formattedSpread
400548010,2014,1,UAB,Troy,numberfire,1.0,61.0,,Troy -1
400548010,2014,1,UAB,Troy,consensus,-1.0,,,UAB -1
400547802,2014,1,NC State,Georgia Southern,teamrankings,-20.5,58.0,,NC State -20.5
400547802,2014,1,NC State,Georgia Southern,consensus,-23.0,,,NC State -23
400547762,2014,1,Oklahoma State,Florida State,teamrankings,18.0,65.0,,Florida State -18
400547762,2014,1,Oklahoma State,Florida State,numberfire,18.0,65.0,,Florida State -18
400547835,2014,1,Alabama,West Virginia,teamrankings,-22.5,53.5,,Alabama -22.5
400547835,2014,1,Alabama,West Virginia,numberfire,-22.0,53.5,,Alabama -22
400547834,2014,1,Oklahoma,Louisiana Tech,teamrankings,-34.0,56.0,,Oklahoma -34
400547834,2014,1,Oklahoma,Louisiana Tech,numberfire,-34.0,56.0,,Oklahoma -34
400547834,2014,1,Oklahoma,Louisiana Tech,consensus,-37.5,,,Oklahoma -37.5
400548398,2014,1,Auburn,Arkansas,teamrankings,-17.0,56.0,,Auburn -17
400548398,2014,1,Auburn,Arkansas,numberfire,-17.5,55.5,,Auburn -17.5
400548398,2014,1,Auburn,Arkansas,consensus,-21.0,,,Auburn -21
400547740,2014,1,Georgia,Clemson,teamrankings,-9.5,55.5,,Georgia -9.5
400547740,2014,1,Georgia,Clemson,numberfire,-10.5,55.5,,Georgia -10.5
400548000,2014,1,LSU,Wisconsin,teamrankings,-3.0,49.5,,LSU -3
400548000,2014,1,LSU,Wisconsin,numberfire,-3.0,49.5,,LSU -3
400548172,2014,1,USC,Fresno State,teamrankings,-18.5,58.0,,USC -18.5
400548172,2014,1,USC,Fresno State,numberfire,-18.5,59.0,,USC -18.5
400547968,2014,1,Nebraska,Florida Atlantic,teamrankings,-20.0,52.0,,Nebraska -20
400547968,2014,1,Nebraska,Florida Atlantic,numberfire,-20.5,51.5,,Nebraska -20.5
400547975,2014,1,Northwestern,California,teamrankings,-8.0,63.5,,Northwestern -8
400547975,2014,1,Northwestern,California,numberfire,-9.5,64.0,,Northwestern -9.5
400548097,2014,1,Kent State,Ohio,teamrankings,-3.0,47.0,,Kent State -3
400548097,2014,1,Kent State,Ohio,numberfire,-3.0,46.5,,Kent State -3
400548097,2014,1,Kent State,Ohio,consensus,-1.5,,,Kent State -1.5
400548009,2014,1,Mississippi State,Southern Miss,teamrankings,-31.0,54.5,,Mississippi State -31
400548009,2014,1,Mississippi State,Southern Miss,numberfire,-31.0,54.0,,Mississippi State -31
400548009,2014,1,Mississippi State,Southern Miss,consensus,-26.0,,,Mississippi State -26
400547836,2014,1,Texas,North Texas,teamrankings,-20.5,47.5,,Texas -20.5
400547836,2014,1,Texas,North Texas,numberfire,-21.0,47.5,,Texas -21
400547836,2014,1,Texas,North Texas,consensus,-26.5,,,Texas -26.5
400548102,2014,2,Toledo,Missouri,teamrankings,3.5,61.0,,Missouri -3.5
400548102,2014,2,Toledo,Missouri,numberfire,3.5,61.0,,Missouri -3.5
400548102,2014,2,Toledo,Missouri,consensus,5.5,,,Missouri -5.5
400548104,2014,2,Kent State,South Alabama,teamrankings,2.0,53.5,,South Alabama -2
400548104,2014,2,Kent State,South Alabama,numberfire,1.0,52.0,,South Alabama -1
400547953,2014,2,Oregon,Michigan State,teamrankings,-14.0,57.0,,Oregon -14
400547953,2014,2,Oregon,Michigan State,numberfire,-13.5,56.5,,Oregon -13.5
400547953,2014,2,Oregon,Michigan State,consensus,-11.0,,,Oregon -11
400548186,2014,2,Auburn,San José State,teamrankings,-33.0,67.0,,Auburn -33
400548186,2014,2,Auburn,San José State,numberfire,-33.0,67.0,,Auburn -33
400548186,2014,2,Auburn,San José State,consensus,-29.0,,,Auburn -29
400547826,2014,2,Ohio State,Virginia Tech,teamrankings,-10.0,46.0,,Ohio State -10
400547826,2014,2,Ohio State,Virginia Tech,numberfire,-10.0,46.0,,Ohio State -10
400547826,2014,2,Ohio State,Virginia Tech,consensus,-12.0,,,Ohio State -12
400547652,2014,2,UCLA,Memphis,teamrankings,-21.5,56.0,,UCLA -21.5
400547652,2014,2,UCLA,Memphis,numberfire,-21.5,57.5,,UCLA -21.5
400547652,2014,2,UCLA,Memphis,consensus,-24.0,,,UCLA -24
400547944,2014,2,Notre Dame,Michigan,teamrankings,-4.0,56.0,,Notre Dame -4
400547944,2014,2,Notre Dame,Michigan,numberfire,-4.0,56.0,,Notre Dame -4
400547944,2014,2,Notre Dame,Michigan,consensus,-6.0,,,Notre Dame -6
400548385,2014,4,Georgia,Troy,teamrankings,-41.0,64.0,,Georgia -41
400548385,2014,4,Georgia,Troy,numberfire,-41.5,64.0,,Georgia -41.5
400548385,2014,4,Georgia,Troy,consensus,-35.5,,,Georgia -35.5
400548002,2014,4,Wisconsin,Bowling Green,teamrankings,-25.5,63.5,,Wisconsin -25.5
400548002,2014,4,Wisconsin,Bowling Green,numberfire,-27.0,64.0,,Wisconsin -27
400548002,2014,4,Wisconsin,Bowling Green,consensus,-17.0,,,Wisconsin -17
400548029,2014,4,Akron,Marshall,teamrankings,10.0,60.5,,Marshall -10
400548029,2014,4,Akron,Marshall,numberfire,10.5,60.0,,Marshall -10.5
400548029,2014,4,Akron,Marshall,consensus,12.5,,,Marshall -12.5
400548204,2014,6,BYU,Utah State,teamrankings,-21.0,52.5,,BYU -21
400548204,2014,6,BYU,Utah State,numberfire,-21.0,51.5,,BYU -21
400548204,2014,6,BYU,Utah State,consensus,-21.0,,,BYU -21
400548283,2014,7,California,Washington,teamrankings,-3.5,67.0,,California -3.5
400548283,2014,7,California,Washington,numberfire,-3.5,67.0,,California -3.5
400548283,2014,7,California,Washington,consensus,-1.0,,,California -1
400548215,2014,8,Air Force,New Mexico,teamrankings,-7.0,56.5,,Air Force -7
400548215,2014,8,Air Force,New Mexico,numberfire,-7.0,56.5,,Air Force -7
400548215,2014,8,Air Force,New Mexico,consensus,-12.0,,,Air Force -12
400548220,2014,8,Wyoming,San José State,teamrankings,3.5,47.0,,San José State -3.5
400548220,2014,8,Wyoming,San José State,numberfire,3.0,47.0,,San José State -3
400548220,2014,8,Wyoming,San José State,consensus,-1.5,,,Wyoming -1.5
400548350,2014,10,Mississippi State,Arkansas,teamrankings,-10.0,55.0,,Mississippi State -10
400548350,2014,10,Mississippi State,Arkansas,numberfire,-10.0,55.5,,Mississippi State -10
400548350,2014,10,Mississippi State,Arkansas,consensus,-14.0,,,Mississippi State -14
400547769,2014,11,Florida State,Virginia,teamrankings,-21.0,55.0,,Florida State -21
400547769,2014,11,Florida State,Virginia,numberfire,-21.0,55.5,,Florida State -21
400547769,2014,11,Florida State,Virginia,consensus,-21.5,,,Florida State -21.5
400548155,2014,12,Western Michigan,Eastern Michigan,teamrankings,-27.0,57.0,,Western Michigan -27
400548155,2014,12,Western Michigan,Eastern Michigan,numberfire,-27.0,56.0,,Western Michigan -27
400548155,2014,12,Western Michigan,Eastern Michigan,consensus,-23.5,,,Western Michigan -23.5
400548248,2014,13,Utah State,San José State,teamrankings,-14.5,46.0,,Utah State -14.5
400548248,2014,13,Utah State,San José State,numberfire,-14.5,46.0,,Utah State -14.5
400548248,2014,13,Utah State,San José State,consensus,-9.5,,,Utah State -9.5
400547770,2014,12,Miami,Florida State,teamrankings,1.5,61.0,,Florida State -1.5
400547770,2014,12,Miami,Florida State,numberfire,1.5,62.0,,Florida State -1.5
400547770,2014,12,Miami,Florida State,consensus,2.5,,,Florida State -2.5
400548308,2014,12,Oregon State,Arizona State,teamrankings,7.0,63.5,,Arizona State -7
400548308,2014,12,Oregon State,Arizona State,numberfire,7.0,63.5,,Arizona State -7
400548308,2014,12,Oregon State,Arizona State,consensus,6.5,,,Arizona State -6.5
400547712,2014,12,SMU,South Florida,teamrankings,9.5,50.0,,South Florida -9.5
400547712,2014,12,SMU,South Florida,numberfire,9.5,49.0,,South Florida -9.5
400547712,2014,12,SMU,South Florida,consensus,12.0,,,South Florida -12
400548075,2014,12,UTEP,North Texas,teamrankings,-6.5,47.5,,UTEP -6.5
400548075,2014,12,UTEP,North Texas,numberfire,-6.5,47.5,,UTEP -6.5
400548075,2014,12,UTEP,North Texas,consensus,-8.5,,,UTEP -8.5
400548332,2014,13,Arkansas,Ole Miss,teamrankings,3.0,44.5,,Ole Miss -3
400548332,2014,13,Arkansas,Ole Miss,numberfire,3.0,46.0,,Ole Miss -3
400548332,2014,13,Arkansas,Ole Miss,consensus,2.0,,,Ole Miss -2
400548239,2014,12,Boise State,San Diego State,teamrankings,-14.0,56.5,,Boise State -14
400548239,2014,12,Boise State,San Diego State,numberfire,-14.0,56.0,,Boise State -14
400548239,2014,12,Boise State,San Diego State,consensus,-15.0,,,Boise State -15
400548158,2014,13,Akron,Massachusetts,teamrankings,-9.0,47.5,,Akron -9
400548158,2014,13,Akron,Massachusetts,numberfire,-9.0,47.0,,Akron -9
400548158,2014,13,Akron,Massachusetts,consensus,-7.0,,,Akron -7
400548093,2014,1,Ball State,Colgate,consensus,-27.0,,,Ball State -27
400547838,2014,1,Texas Tech,Central Arkansas,consensus,-28.0,,,Texas Tech -28
400547780,2014,2,Louisville,Murray State,consensus,-37.5,,,Louisville -37.5
400548100,2014,2,Miami (OH),Eastern Kentucky,consensus,-3.0,,,Miami (OH) -3
400548397,2014,2,Texas A&M,Lamar,consensus,-44.5,,,Texas A&M -44.5
400547804,2014,4,NC State,Presbyterian,consensus,-40.5,,,NC State -40.5
400547842,2014,2,Baylor,Northwestern State,consensus,-47.5,,,Baylor -47.5
400548393,2014,2,Arkansas,Nicholls,consensus,-40.5,,,Arkansas -40.5
400548423,2014,7,App State,Liberty,consensus,-1.0,,,App State -1
400548372,2014,7,Vanderbilt,Charleston Southern,consensus,-14.5,,,Vanderbilt -14.5
400548371,2014,7,Tennessee,Chattanooga,consensus,-24.5,,,Tennessee -24.5
400547808,2014,1,Pittsburgh,Delaware,consensus,-20.0,,,Pittsburgh -20
400548012,2014,2,Florida International,Wagner,consensus,-11.0,,,Florida International -11
400547731,2014,4,Boston College,Maine,consensus,-24.0,,,Boston College -24
400547643,2014,1,East Carolina,North Carolina Central,consensus,-39.0,,,East Carolina -39
400548174,2014,1,Nevada,Southern Utah,consensus,-18.0,,,Nevada -18
400548190,2014,3,Colorado State,UC Davis,consensus,-27.5,,,Colorado State -27.5
400547977,2014,4,Northwestern,Western Illinois,consensus,-23.0,,,Northwestern -23
400547991,2014,4,Purdue,Southern Illinois,consensus,-1.5,,,Purdue -1.5
400547667,2014,4,UCF,Bethune-Cookman,consensus,-27.5,,,UCF -27.5
400547645,2014,1,Memphis,Austin Peay,consensus,-31.0,,,Memphis -31
400548118,2014,5,Ohio,Eastern Illinois,consensus,-8.0,,,Ohio -8
400764857,2015,1,East Carolina,Towson,consensus,-30.5,,,East Carolina -30.5
400763400,2015,1,Iowa State,Northern Iowa,consensus,-8.5,,,Iowa State -8.5
400756890,2015,1,California,Grambling,consensus,-43.0,,,California -43
400764858,2015,1,Houston,Tennessee Tech,consensus,-37.5,,,Houston -37.5
400787114,2015,1,New Mexico,Mississippi Valley State,consensus,-42.0,,,New Mexico -42
400791346,2015,1,San Diego State,San Diego,consensus,-35.5,,,San Diego State -35.5
400763412,2015,2,TCU,Stephen F. Austin,consensus,-49.0,,,TCU -49
400787302,2015,1,Idaho,Ohio,teamrankings,6.5,57.0,,Ohio -6.5
400787302,2015,1,Idaho,Ohio,numberfire,6.5,57.5,,Ohio -6.5
400787302,2015,1,Idaho,Ohio,consensus,7.0,,,Ohio -7
400756894,2015,1,Tulane,Duke,teamrankings,5.0,51.5,,Duke -5
400756894,2015,1,Tulane,Duke,numberfire,5.5,52.0,,Duke -5.5
400756894,2015,1,Tulane,Duke,consensus,13.5,,,Duke -13.5
400787107,2015,1,Hawai'i,Colorado,teamrankings,7.0,60.0,,Colorado -7
400787107,2015,1,Hawai'i,Colorado,numberfire,7.0,60.5,,Colorado -7
400787107,2015,1,Hawai'i,Colorado,consensus,-2.5,,,Hawai'i -2.5
400764855,2015,1,SMU,Baylor,teamrankings,36.0,71.0,,Baylor -36
400764855,2015,1,SMU,Baylor,numberfire,36.0,70.5,,Baylor -36
400764855,2015,1,SMU,Baylor,consensus,20.0,,,Baylor -20
400763470,2015,1,Western Michigan,Michigan State,teamrankings,16.5,55.0,,Michigan State -16.5
400763470,2015,1,Western Michigan,Michigan State,numberfire,16.0,55.5,,Michigan State -16
400763470,2015,1,Western Michigan,Michigan State,consensus,23.5,,,Michigan State -23.5
400756888,2015,1,Boise State,Washington,teamrankings,-12.0,53.0,,Boise State -12
400756888,2015,1,Boise State,Washington,numberfire,-12.5,53.0,,Boise State -12.5
400756888,2015,1,Boise State,Washington,consensus,-11.0,,,Boise State -11
400787345,2015,10,Kent State,Buffalo,teamrankings,-1.5,43.5,,Kent State -1.5
400787345,2015,10,Kent State,Buffalo,numberfire,-1.0,43.5,,Kent State -1
400787345,2015,10,Kent State,Buffalo,consensus,3.0,,,Buffalo -3
400763646,2015,10,UTEP,Rice,teamrankings,4.0,56.5,,Rice -4
400763646,2015,10,UTEP,Rice,numberfire,4.5,56.5,,Rice -4.5
400763646,2015,10,UTEP,Rice,consensus,6.5,,,Rice -6.5
400603827,2015,1,Alabama,Wisconsin,teamrankings,-12.0,44.0,,Alabama -12
400603827,2015,1,Alabama,Wisconsin,numberfire,-12.5,44.5,,Alabama -12.5
400603827,2015,1,Alabama,Wisconsin,consensus,-10.0,,,Alabama -10
400852723,2015,1,Air Force,California,teamrankings,5.5,69.5,,California -5.5
400852723,2015,1,Air Force,California,numberfire,5.5,70.0,,California -5.5
400852723,2015,1,Air Force,California,consensus,6.5,,,California -6.5
400852725,2015,1,Colorado State,Nevada,teamrankings,-4.5,56.0,,Colorado State -4.5
400852725,2015,1,Colorado State,Nevada,numberfire,-4.5,55.5,,Colorado State -4.5
400852725,2015,1,Colorado State,Nevada,consensus,-3.5,,,Colorado State -3.5
400852730,2015,1,Wisconsin,USC,teamrankings,3.5,50.0,,USC -3.5
400852730,2015,1,Wisconsin,USC,numberfire,3.5,50.0,,USC -3.5
400852730,2015,1,Wisconsin,USC,consensus,3.0,,,USC -3
400852727,2015,1,Memphis,Auburn,teamrankings,3.0,64.5,,Auburn -3
400852727,2015,1,Memphis,Auburn,numberfire,3.0,64.5,,Auburn -3
400852727,2015,1,Memphis,Auburn,consensus,2.5,,,Auburn -2.5
400852728,2015,1,Mississippi State,NC State,teamrankings,-6.0,61.5,,Mississippi State -6
400852728,2015,1,Mississippi State,NC State,numberfire,-6.0,61.5,,Mississippi State -6
400852728,2015,1,Mississippi State,NC State,consensus,-7.0,,,Mississippi State -7
400852729,2015,1,Louisville,Texas A&M,teamrankings,-3.0,50.5,,Louisville -3
400852729,2015,1,Louisville,Texas A&M,numberfire,-3.0,50.5,,Louisville -3
400852729,2015,1,Louisville,Texas A&M,consensus,2.5,,,Texas A&M -2.5
400852733,2015,1,Clemson,Oklahoma,teamrankings,3.5,61.5,,Oklahoma -3.5
400852733,2015,1,Clemson,Oklahoma,numberfire,3.5,62.5,,Oklahoma -3.5
400852733,2015,1,Clemson,Oklahoma,consensus,1.5,,,Oklahoma -1.5
400852732,2015,1,Alabama,Michigan State,teamrankings,-10.0,45.5,,Alabama -10
400852732,2015,1,Alabama,Michigan State,numberfire,-10.5,45.5,,Alabama -10.5
400852732,2015,1,Alabama,Michigan State,consensus,-9.5,,,Alabama -9.5
400852731,2015,1,Florida State,Houston,teamrankings,-7.5,56.5,,Florida State -7.5
400852731,2015,1,Florida State,Houston,numberfire,-7.5,56.5,,Florida State -7.5
400852731,2015,1,Florida State,Houston,consensus,-6.5,,,Florida State -6.5
400852737,2015,1,Iowa,Stanford,teamrankings,6.5,51.0,,Stanford -6.5
400852737,2015,1,Iowa,Stanford,numberfire,6.0,51.5,,Stanford -6
400852737,2015,1,Iowa,Stanford,consensus,6.5,,,Stanford -6.5
400852736,2015,1,Ohio State,Notre Dame,teamrankings,-4.5,57.5,,Ohio State -4.5
400852736,2015,1,Ohio State,Notre Dame,numberfire,-4.5,57.0,,Ohio State -4.5
400852736,2015,1,Ohio State,Notre Dame,consensus,-6.0,,,Ohio State -6
400852738,2015,1,Ole Miss,Oklahoma State,teamrankings,-7.5,70.0,,Ole Miss -7.5
400852738,2015,1,Ole Miss,Oklahoma State,numberfire,-7.5,70.5,,Ole Miss -7.5
400852738,2015,1,Ole Miss,Oklahoma State,consensus,-7.0,,,Ole Miss -7
400852734,2015,1,Tennessee,Northwestern,teamrankings,-9.5,48.5,,Tennessee -9.5
400852734,2015,1,Tennessee,Northwestern,numberfire,-9.5,48.5,,Tennessee -9.5
400852734,2015,1,Tennessee,Northwestern,consensus,-9.0,,,Tennessee -9
400852735,2015,1,Florida,Michigan,teamrankings,3.5,40.0,,Michigan -3.5
400852735,2015,1,Florida,Michigan,numberfire,3.5,40.0,,Michigan -3.5
400852735,2015,1,Florida,Michigan,consensus,4.0,,,Michigan -4
400852741,2015,1,TCU,Oregon,teamrankings,7.5,73.5,,Oregon -7.5
400852741,2015,1,TCU,Oregon,numberfire,7.5,73.5,,Oregon -7.5
400852739,2015,1,Georgia,Penn State,teamrankings,-6.0,44.0,,Georgia -6
400852739,2015,1,Georgia,Penn State,numberfire,-6.5,44.5,,Georgia -6.5
400852739,2015,1,Georgia,Penn State,consensus,-7.0,,,Georgia -7
400852740,2015,1,Arkansas,Kansas State,teamrankings,-13.5,56.5,,Arkansas -13.5
400852740,2015,1,Arkansas,Kansas State,numberfire,-13.5,56.0,,Arkansas -13.5
400852740,2015,1,Arkansas,Kansas State,consensus,-13.0,,,Arkansas -13
400852742,2015,1,Arizona State,West Virginia,teamrankings,3.0,61.0,,West Virginia -3
400852742,2015,1,Arizona State,West Virginia,numberfire,3.0,62.5,,West Virginia -3
400852742,2015,1,Arizona State,West Virginia,consensus,-1.5,,,Arizona State -1.5
400852743,2015,1,Clemson,Alabama,teamrankings,6.0,50.5,,Alabama -6
400852743,2015,1,Clemson,Alabama,numberfire,6.5,50.5,,Alabama -6.5
400852743,2015,1,Clemson,Alabama,consensus,5.5,,,Alabama -5.5
400756902,2015,1,Pittsburgh,Youngstown State,consensus,-15.0,,,Pittsburgh -15
400763594,2015,2,Charlotte,Presbyterian,consensus,-7.0,,,Charlotte -7
400763416,2015,2,West Virginia,Liberty,consensus,-40.0,,,West Virginia -40
400787306,2015,2,Central Michigan,Monmouth,consensus,-25.5,,,Central Michigan -25.5
400763500,2015,2,Illinois,Western Illinois,consensus,-25.0,,,Illinois -25
400603863,2015,2,Auburn,Jacksonville State,consensus,-47.0,,,Auburn -47
400763507,2015,2,Purdue,Indiana State,consensus,-15.0,,,Purdue -15
400756906,2015,2,Boston College,Howard,consensus,-44.0,,,Boston College -44
400757020,2015,2,Washington,Sacramento State,consensus,-30.0,,,Washington -30
400763398,2015,1,Minnesota,TCU,teamrankings,16.5,57.0,,TCU -16.5
400763398,2015,1,Minnesota,TCU,numberfire,15.5,57.0,,TCU -15.5
400763398,2015,1,Minnesota,TCU,consensus,16.0,,,TCU -16
400756882,2015,1,Arizona,UTSA,teamrankings,-32.5,59.0,,Arizona -32.5
400756882,2015,1,Arizona,UTSA,numberfire,-33.0,58.5,,Arizona -33
400756882,2015,1,Arizona,UTSA,consensus,-30.5,,,Arizona -30.5
400603840,2015,1,South Carolina,North Carolina,teamrankings,-1.0,62.0,,South Carolina -1
400603840,2015,1,South Carolina,North Carolina,numberfire,-1.5,62.0,,South Carolina -1.5
400603840,2015,1,South Carolina,North Carolina,consensus,-3.5,,,South Carolina -3.5
400763593,2015,1,UCF,Florida International,teamrankings,-10.5,44.0,,UCF -10.5
400763593,2015,1,UCF,Florida International,numberfire,-10.5,44.5,,UCF -10.5
400763593,2015,1,UCF,Florida International,consensus,-17.0,,,UCF -17
400763399,2015,1,Central Michigan,Oklahoma State,teamrankings,21.0,58.0,,Oklahoma State -21
400763399,2015,1,Central Michigan,Oklahoma State,numberfire,21.0,57.5,,Oklahoma State -21
400763399,2015,1,Central Michigan,Oklahoma State,consensus,20.5,,,Oklahoma State -20.5
400603839,2015,1,Vanderbilt,Western Kentucky,teamrankings,2.5,60.0,,Western Kentucky -2.5
400603839,2015,1,Vanderbilt,Western Kentucky,numberfire,2.0,60.0,,Western Kentucky -2
400603839,2015,1,Vanderbilt,Western Kentucky,consensus,-17.5,,,Vanderbilt -17.5
400756883,2015,1,Utah,Michigan,teamrankings,-5.0,45.0,,Utah -5
400756883,2015,1,Utah,Michigan,numberfire,-5.0,44.5,,Utah -5
400756883,2015,1,Utah,Michigan,consensus,-3.0,,,Utah -3
400852713,2015,1,Western Michigan,Middle Tennessee,teamrankings,-3.0,65.0,,Western Michigan -3
400852713,2015,1,Western Michigan,Middle Tennessee,numberfire,-3.0,65.0,,Western Michigan -3
400852713,2015,1,Western Michigan,Middle Tennessee,consensus,-3.0,,,Western Michigan -3
400852714,2015,1,Cincinnati,San Diego State,teamrankings,2.0,56.5,,San Diego State -2
400852714,2015,1,Cincinnati,San Diego State,numberfire,2.5,56.5,,San Diego State -2.5
400852714,2015,1,Cincinnati,San Diego State,consensus,-2.5,,,Cincinnati -2.5
400852715,2015,1,Marshall,UConn,teamrankings,-3.0,44.5,,Marshall -3
400852715,2015,1,Marshall,UConn,numberfire,-3.0,44.5,,Marshall -3
400852715,2015,1,Marshall,UConn,consensus,-4.5,,,Marshall -4.5
400852716,2015,1,Washington State,Miami,teamrankings,-1.5,62.0,,Washington State -1.5
400852716,2015,1,Washington State,Miami,numberfire,-1.5,62.5,,Washington State -1.5
400852716,2015,1,Washington State,Miami,consensus,-1.5,,,Washington State -1.5
400603838,2015,1,Texas A&M,Arizona State,teamrankings,-3.0,64.5,,Texas A&M -3
400603838,2015,1,Texas A&M,Arizona State,numberfire,-3.0,64.5,,Texas A&M -3
400603838,2015,1,Texas A&M,Arizona State,consensus,-3.0,,,Texas A&M -3
400763404,2015,1,Oklahoma,Akron,teamrankings,-31.0,57.0,,Oklahoma -31
400763404,2015,1,Oklahoma,Akron,numberfire,-31.0,57.0,,Oklahoma -31
400763404,2015,1,Oklahoma,Akron,consensus,-38.0,,,Oklahoma -38
400756901,2015,1,NC State,Troy,teamrankings,-26.0,62.0,,NC State -26
400756901,2015,1,NC State,Troy,numberfire,-24.5,61.5,,NC State -24.5
400756901,2015,1,NC State,Troy,consensus,-23.0,,,NC State -23
400603832,2015,1,Kentucky,Louisiana,teamrankings,-17.0,58.0,,Kentucky -17
400603832,2015,1,Kentucky,Louisiana,numberfire,-16.5,58.0,,Kentucky -16.5
400763403,2015,1,Notre Dame,Texas,teamrankings,-8.5,48.0,,Notre Dame -8.5
400763403,2015,1,Notre Dame,Texas,numberfire,-9.0,48.5,,Notre Dame -9
400763403,2015,1,Notre Dame,Texas,consensus,-9.0,,,Notre Dame -9
400756900,2015,1,Miami,Bethune-Cookman,consensus,-39.0,,,Miami -39
400763587,2015,1,Georgia State,Charlotte,teamrankings,-7.0,68.0,,Georgia State -7
400763587,2015,1,Georgia State,Charlotte,numberfire,-7.0,68.0,,Georgia State -7
400763587,2015,1,Georgia State,Charlotte,consensus,-4.0,,,Georgia State -4
400603830,2015,1,Florida,New Mexico State,teamrankings,-34.0,54.0,,Florida -34
400603830,2015,1,Florida,New Mexico State,numberfire,-34.0,54.5,,Florida -34
400603830,2015,1,Florida,New Mexico State,consensus,-38.0,,,Florida -38
400763407,2015,1,West Virginia,Georgia Southern,teamrankings,-16.0,55.0,,West Virginia -16
400763407,2015,1,West Virginia,Georgia Southern,numberfire,-16.0,54.5,,West Virginia -16
400763407,2015,1,West Virginia,Georgia Southern,consensus,-38.0,,,West Virginia -38
400787115,2015,1,Northern Illinois,UNLV,teamrankings,-21.5,61.5,,Northern Illinois -21.5
400787115,2015,1,Northern Illinois,UNLV,numberfire,-21.5,61.5,,Northern Illinois -21.5
400787115,2015,1,Northern Illinois,UNLV,consensus,-16.0,,,Northern Illinois -16
400756907,2015,2,Clemson,App State,teamrankings,-18.5,57.5,,Clemson -18.5
400756907,2015,2,Clemson,App State,numberfire,-18.5,56.5,,Clemson -18.5
400756907,2015,2,Clemson,App State,consensus,-21.0,,,Clemson -21
400756911,2015,2,Louisville,Houston,teamrankings,-13.5,55.5,,Louisville -13.5
400756911,2015,2,Louisville,Houston,numberfire,-13.5,55.5,,Louisville -13.5
400756911,2015,2,Louisville,Houston,consensus,-12.5,,,Louisville -12.5
400757019,2015,2,Michigan,Oregon State,teamrankings,-13.5,46.0,,Michigan -13.5
400757019,2015,2,Michigan,Oregon State,numberfire,-13.0,45.5,,Michigan -13
400757019,2015,2,Michigan,Oregon State,consensus,-14.0,,,Michigan -14
400760492,2015,2,UConn,Army,teamrankings,-7.0,47.0,,UConn -7
400760492,2015,2,UConn,Army,numberfire,-7.0,47.0,,UConn -7
400760492,2015,2,UConn,Army,consensus,-6.5,,,UConn -6.5
400763414,2015,2,UTSA,Kansas State,teamrankings,14.0,50.0,,Kansas State -14
400763414,2015,2,UTSA,Kansas State,numberfire,14.0,50.0,,Kansas State -14
400763414,2015,2,UTSA,Kansas State,consensus,22.5,,,Kansas State -22.5
400763502,2015,2,Maryland,Bowling Green,teamrankings,-7.0,70.5,,Maryland -7
400763502,2015,2,Maryland,Bowling Green,numberfire,-7.0,70.0,,Maryland -7
400763502,2015,2,Maryland,Bowling Green,consensus,-10.0,,,Maryland -10
400763506,2015,2,Penn State,Buffalo,teamrankings,-17.0,47.5,,Penn State -17
400763506,2015,2,Penn State,Buffalo,numberfire,-17.0,47.0,,Penn State -17
400763506,2015,2,Penn State,Buffalo,consensus,-16.5,,,Penn State -16.5
400763508,2015,2,Wisconsin,Miami (OH),teamrankings,-31.0,52.0,,Wisconsin -31
400763508,2015,2,Wisconsin,Miami (OH),numberfire,-30.5,51.5,,Wisconsin -30.5
400763508,2015,2,Wisconsin,Miami (OH),consensus,-33.0,,,Wisconsin -33
400756916,2015,2,Syracuse,Wake Forest,teamrankings,-4.0,41.5,,Syracuse -4
400756916,2015,2,Syracuse,Wake Forest,numberfire,-4.0,41.0,,Syracuse -4
400756916,2015,2,Syracuse,Wake Forest,consensus,-5.5,,,Syracuse -5.5
400757016,2015,2,Colorado,Massachusetts,teamrankings,-11.5,61.5,,Colorado -11.5
400757016,2015,2,Colorado,Massachusetts,numberfire,-13.0,61.0,,Colorado -13
400757016,2015,2,Colorado,Massachusetts,consensus,-16.0,,,Colorado -16
400787119,2015,2,Wyoming,Eastern Michigan,teamrankings,-13.0,52.0,,Wyoming -13
400787119,2015,2,Wyoming,Eastern Michigan,numberfire,-11.5,52.0,,Wyoming -11.5
400787119,2015,2,Wyoming,Eastern Michigan,consensus,-11.0,,,Wyoming -11
400763409,2015,2,Iowa State,Iowa,teamrankings,3.5,48.0,,Iowa -3.5
400763409,2015,2,Iowa State,Iowa,numberfire,3.0,48.5,,Iowa -3
400763409,2015,2,Iowa State,Iowa,consensus,4.0,,,Iowa -4
400757022,2015,2,California,San Diego State,teamrankings,-12.5,59.0,,California -12.5
400757022,2015,2,California,San Diego State,numberfire,-13.0,59.0,,California -13
400757022,2015,2,California,San Diego State,consensus,-9.0,,,California -9
400756915,2015,2,Akron,Pittsburgh,teamrankings,11.5,50.0,,Pittsburgh -11.5
400756915,2015,2,Akron,Pittsburgh,numberfire,12.0,50.0,,Pittsburgh -12
400756915,2015,2,Akron,Pittsburgh,consensus,11.5,,,Pittsburgh -11.5
400787308,2015,2,Georgia Southern,Western Michigan,teamrankings,5.5,55.5,,Western Michigan -5.5
400787308,2015,2,Georgia Southern,Western Michigan,numberfire,5.5,55.5,,Western Michigan -5.5
