year,school,talent
2025,,705.32
2025,,702.74
2025,,700.77
2025,,700.54
2025,,699.31
2025,,689.22
2025,,687.74
2025,,685.42
2025,,681.21
2025,,677.97
2025,,669.18
2025,,668.63
2025,,667.99
2025,,666.89
2025,,666.74
2025,,662.33
2025,,662.13
2025,,662.09
2025,,656.74
2025,,651.62
2025,,650.87
2025,,650.12
2025,,649.36
2025,,648.93
2025,,645.34
2025,,644.1
2025,,627.16
2025,,620.13
2025,,612.16
2025,,611.97
2025,,611.55
2025,,611.31
2025,,610.88
2025,,610.65
2025,,605.22
2025,,602.53
2025,,599.12
2025,,594.78
2025,,594.27
2025,,592.1
2025,,591.27
2025,,590.64
2025,,586.84
2025,,585.82
2025,,583.71
2025,,574.48
2025,,572.9
2025,,569.46
2025,,569.15
2025,,568.12
2025,,562.61
2025,,561.87
2025,,561.36
2025,,551.88
2025,,544.87
2025,,540.93
2025,,537.21
2025,,534.35
2025,,530.06
2025,,527.31
2025,,526.3
2025,,522.91
2025,,520.55
2025,,519.93
2025,,513.33
2025,,507.91
2025,,503.59
2025,,495.35
2025,,493.5
2025,,489.33
2025,,488.73
2025,,488.69
2025,,481.2
2025,,481.16
2025,,477.45
2025,,477.35
2025,,473.34
2025,,471.01
2025,,469.99
2025,,459.53
2025,,456.24
2025,,426.1
2025,,402.9
2025,,378.8
2025,,338.87
2025,,242.85
2025,,23.66
